PostId,OpenStatus
40372,open
40374,open
40375,open
40379,open
40380,open
40389,not a real question
40394,not a real question
40396,open
40401,open
40409,open
40410,open
40411,open
40417,open
40418,open
40425,open
40426,not constructive
40427,not a real question
40428,not a real question
40429,open
40435,not a real question
40438,open
40439,open
40441,off topic
40446,not a real question
40448,open
40451,not a real question
40452,open
40455,open
40456,not a real question
40459,open
40460,not constructive
40461,open
40462,not constructive
40463,open
40465,open
40466,not constructive
40468,not a real question
40470,open
40472,open
40478,not constructive
40481,not a real question
40482,open
40483,open
40484,open
40486,not a real question
40489,open
40490,not a real question
40492,open
40496,open
40497,not a real question
40498,not constructive
40505,not a real question
40515,open
40518,off topic
40519,open
40522,open
40524,open
40525,not a real question
40526,open
40530,open
40536,open
40537,off topic
40539,open
40540,not a real question
40541,not a real question
40542,open
40543,off topic
40545,open
40547,not constructive
40549,open
40550,not a real question
40551,not constructive
40555,not constructive
40557,open
40564,not a real question
40565,open
40569,open
40574,off topic
40575,open
40577,not a real question
40579,open
40580,open
40581,not a real question
40582,open
40588,open
40589,open
40591,open
40594,open
40597,open
40598,not constructive
40599,open
40600,off topic
40601,not constructive
40603,open
40605,open
40606,open
40615,not a real question
40618,open
40621,not a real question
40623,open
40627,not a real question
40630,not constructive
40631,open
40632,not a real question
40634,not constructive
40635,open
40636,not constructive
40637,not a real question
40639,open
40641,open
40648,open
40649,open
40650,not constructive
40651,not a real question
40653,open
40656,not a real question
40658,open
40659,open
40660,not constructive
40663,open
40664,open
40667,open
40672,open
40675,not a real question
40676,open
40679,not constructive
40681,not constructive
40682,open
40683,not a real question
40684,open
40685,open
40687,not a real question
40689,not constructive
40691,open
40692,open
40693,not a real question
40696,open
40698,open
40704,not a real question
40710,not a real question
40714,open
40715,not a real question
40719,open
40721,not a real question
40722,open
40725,off topic
40727,open
40728,not constructive
40730,not a real question
40733,open
40735,open
40736,open
40738,not a real question
40739,open
40745,open
40746,open
40747,open
40748,open
40752,off topic
40754,open
40755,open
40759,open
40765,not a real question
40771,open
40773,not a real question
40778,not a real question
40781,open
40782,open
40783,open
40786,open
40787,open
40790,not constructive
40791,open
40793,open
40797,not constructive
40801,not constructive
40802,not a real question
40803,off topic
40804,open
40805,not a real question
40806,open
40807,open
40811,not a real question
40814,open
40816,not a real question
40827,not a real question
40830,open
40832,not a real question
40834,not a real question
40835,open
40837,open
40838,not a real question
40840,not a real question
40848,not a real question
40853,open
40854,open
40865,open
40866,not constructive
40872,off topic
40873,open
40875,open
40880,not a real question
40881,open
40882,open
40887,open
40890,open
40891,not constructive
40893,not a real question
40894,not a real question
40896,not a real question
40897,not constructive
40900,off topic
40902,not a real question
40904,open
40912,not a real question
40914,not a real question
40915,open
40922,not a real question
40925,not constructive
40926,open
40927,open
40928,open
40929,open
40931,open
40934,open
40935,off topic
40941,not constructive
40946,open
40947,not a real question
40950,not constructive
40955,open
40959,open
40963,off topic
40965,not a real question
40966,open
40979,open
40981,not a real question
40982,open
40985,open
40993,open
40995,not a real question
40999,not a real question
41000,open
41005,not a real question
41015,open
41019,open
41020,not a real question
41023,open
41025,not constructive
41028,open
41029,not a real question
41030,not a real question
41034,open
41036,off topic
41043,not a real question
41047,not a real question
41050,open
41055,open
41056,not constructive
41060,off topic
41062,off topic
41065,open
41069,open
41070,not a real question
41072,open
41073,not a real question
41075,open
41076,open
41077,not a real question
41078,open
41080,not a real question
41081,open
41082,open
41084,not constructive
41086,not constructive
41087,open
41088,open
41089,open
41091,open
41093,open
41095,not a real question
41097,not a real question
41100,not constructive
41101,off topic
41103,not a real question
41104,not constructive
41105,open
41109,open
41112,not a real question
41114,open
41115,open
41117,open
41119,open
41124,open
41125,open
41127,open
41131,open
41132,off topic
41137,open
41138,open
41139,open
41140,not a real question
41142,open
41143,open
41144,open
41145,open
41147,open
41148,off topic
41150,open
41151,not constructive
41154,not a real question
41156,not a real question
41159,open
41160,not a real question
41164,not a real question
41166,off topic
41170,off topic
41171,open
41172,off topic
41177,not a real question
41182,not a real question
41183,not a real question
41184,open
41186,open
41187,not a real question
41189,not a real question
41192,not a real question
41197,not a real question
41198,not a real question
41199,open
41200,open
41203,open
41208,open
41219,not constructive
41224,open
41233,open
41238,open
41242,open
41246,open
41249,open
41251,not a real question
41252,open
41255,open
41256,open
41259,open
41260,not a real question
41263,off topic
41268,not a real question
41269,open
41272,off topic
41275,off topic
41276,open
41281,open
41286,not a real question
41290,open
41291,open
41294,not a real question
41296,open
41297,open
41298,open
41301,open
41305,open
41308,open
41315,open
41319,open
41321,not a real question
41322,off topic
41323,open
41327,open
41330,open
41331,open
41334,not constructive
41339,open
41347,open
41348,open
41350,open
41353,open
41356,not a real question
41358,not a real question
41359,open
41365,open
41368,open
41372,not a real question
41377,open
41378,off topic
41379,open
41380,not a real question
41382,not a real question
41386,open
41387,not constructive
41388,not constructive
41391,not a real question
41392,open
41394,open
41395,not a real question
41396,open
41400,open
41404,not constructive
41405,open
41406,open
41413,open
41415,open
41420,open
41421,not a real question
41426,open
41427,not a real question
41428,off topic
41430,open
41434,open
41437,off topic
41438,not a real question
41447,off topic
41455,open
41459,not a real question
41463,off topic
41464,open
41468,not a real question
41469,not constructive
41475,open
41477,not constructive
41478,not a real question
41480,off topic
41482,open
41488,open
41490,not constructive
41495,open
41496,not a real question
41501,open
41503,open
41506,open
41508,open
41509,open
41510,not a real question
41512,open
41517,open
41518,not a real question
41519,open
41522,not a real question
41527,open
41528,not a real question
41532,open
41533,off topic
41536,open
41537,open
41541,off topic
41542,not a real question
41544,open
41546,off topic
41547,not a real question
41555,open
41556,open
41558,not a real question
41560,open
41561,not constructive
41563,not a real question
41565,not a real question
41570,not constructive
41571,open
41573,not a real question
41579,open
41585,open
41587,open
41588,open
41589,open
41594,open
41595,off topic
41602,not a real question
41608,off topic
41609,open
41610,open
41616,open
41618,off topic
41619,open
41624,off topic
41632,off topic
41636,open
41638,not a real question
41639,not a real question
41642,not constructive
41648,not a real question
41649,open
41650,not a real question
41652,open
41659,open
41661,open
41663,not a real question
41666,open
41667,open
41672,open
41675,off topic
41676,open
41677,open
41680,off topic
41683,open
41684,not constructive
41685,not a real question
41687,open
41689,open
41690,open
41693,not constructive
41694,not constructive
41695,open
41705,off topic
41709,open
41720,not a real question
41722,open
41725,open
41726,open
41727,open
41728,off topic
41730,open
41731,open
41732,not a real question
41733,open
41734,open
41735,open
41736,off topic
41737,off topic
41740,not a real question
41741,open
41743,open
41745,not constructive
41746,open
41747,open
41748,open
41754,open
41755,open
41756,open
41757,not a real question
41758,not a real question
41761,not a real question
41762,off topic
41763,not a real question
41764,not a real question
41765,not a real question
41768,open
41773,off topic
41779,open
41780,open
41781,off topic
41784,open
41786,not a real question
41791,not a real question
41792,open
41793,open
41795,open
41799,not a real question
41803,open
41806,open
41807,not a real question
41808,open
41809,open
41813,open
41817,open
41818,off topic
41825,open
41826,open
41827,not constructive
41829,open
41833,open
41835,open
41836,not a real question
41840,off topic
41842,off topic
41843,off topic
41847,not constructive
41851,open
41852,open
41855,off topic
41856,not constructive
41857,off topic
41860,open
41861,open
41862,open
41867,not constructive
41869,open
41870,off topic
41873,not a real question
41874,open
41876,off topic
41878,open
41879,off topic
41881,open
41883,open
41885,open
41887,off topic
41890,not a real question
41900,open
41902,off topic
41905,open
41912,not a real question
41914,open
41918,off topic
41920,off topic
41921,open
41922,off topic
41924,not a real question
41926,open
41929,not a real question
41931,open
41937,open
41938,open
41940,open
41943,open
41953,not a real question
41956,open
41957,not a real question
41961,not a real question
41962,open
41964,open
41968,open
41969,open
41971,open
41972,not a real question
41973,off topic
41978,not a real question
41979,open
41981,open
41982,not a real question
41988,not constructive
41997,not constructive
41998,open
42002,not constructive
42007,open
42008,off topic
42012,not a real question
42014,open
42016,open
42019,open
42020,open
42022,not a real question
42023,open
42026,open
42028,off topic
42029,not a real question
42030,open
42031,open
42033,open
42040,open
42041,open
42043,open
42044,open
42046,open
42048,not constructive
42052,open
42054,open
42056,open
42059,not a real question
42061,open
42065,open
42066,open
42070,not a real question
42071,open
42076,not constructive
42078,not constructive
42083,open
42087,off topic
42089,open
42090,not a real question
42091,open
42092,open
42096,not a real question
42098,not a real question
42099,not constructive
42104,open
42106,open
42107,open
42112,open
42113,open
42114,not a real question
42116,open
42119,open
42120,not constructive
42121,open
42124,not constructive
42128,open
42129,open
42130,open
42135,open
42140,not a real question
42141,open
42143,not a real question
42144,open
42146,open
42154,not a real question
42158,open
42159,open
42164,open
42170,not constructive
42172,open
42178,off topic
42183,open
42185,not a real question
42186,not a real question
42187,not a real question
42188,not a real question
42190,open
42192,open
42193,off topic
42195,open
42197,off topic
42200,open
42202,open
42216,open
42221,not constructive
42223,not a real question
42226,open
42231,open
42238,not constructive
42240,open
42241,not a real question
42242,open
42244,open
42245,open
42249,not a real question
42255,not constructive
42258,not a real question
42260,open
42262,open
42263,open
42266,not a real question
42267,open
42268,open
42269,open
42270,open
42271,off topic
42273,open
42276,open
42280,off topic
42281,open
42282,open
42283,open
42290,open
42292,not constructive
42294,open
42295,open
42297,open
42298,open
42302,open
42304,not a real question
42307,not constructive
42320,open
42321,not a real question
42322,open
42327,open
42329,not a real question
42331,open
42336,open
42339,not a real question
42341,not constructive
42342,not constructive
42343,not a real question
42344,not constructive
42346,open
42349,not a real question
42352,open
42355,open
42357,not a real question
42359,off topic
42364,open
42366,open
42368,open
42376,open
42378,off topic
42382,not a real question
42387,open
42398,open
42403,open
42411,off topic
42415,open
42418,open
42422,off topic
42429,open
42430,off topic
42434,not a real question
42439,not constructive
42441,open
42443,not a real question
42445,open
42447,open
42449,open
42450,open
42452,open
42453,not a real question
42454,not a real question
42461,not constructive
42462,not a real question
42463,open
42466,not a real question
42468,open
42469,open
42470,open
42472,off topic
42478,not constructive
42479,open
42482,open
42483,open
42484,open
42485,open
42486,open
42487,open
42489,open
42492,open
42495,not a real question
42497,not a real question
42499,not a real question
42500,not a real question
42508,open
42510,off topic
42512,not a real question
42514,not a real question
42515,open
42520,not a real question
42523,not constructive
42525,open
42526,not constructive
42529,off topic
42532,open
42533,open
42541,open
42542,open
42543,off topic
42544,not a real question
42545,open
42550,not constructive
42553,open
42557,not a real question
42559,open
42561,open
42563,off topic
42565,not a real question
42566,open
42571,open
42572,not a real question
42575,not a real question
42576,not a real question
42580,open
42581,off topic
42582,not a real question
42585,not constructive
42586,open
42590,not constructive
42595,open
42602,open
42603,open
42605,open
42608,open
42609,not a real question
42612,open
42616,open
42617,open
42620,not a real question
42621,open
42622,open
42624,off topic
42625,not constructive
42627,off topic
42628,open
42629,open
42630,open
42631,not a real question
42632,not a real question
42633,open
42634,not a real question
42635,open
42638,not a real question
42640,open
42642,open
42650,not a real question
42651,open
42652,off topic
42656,open
42659,open
42660,open
42661,not a real question
42663,off topic
42665,open
42666,open
42669,not a real question
42670,off topic
42671,not a real question
42673,open
42674,open
42678,not a real question
42679,open
42680,open
42681,not constructive
42685,open
42686,not a real question
42687,open
42690,not a real question
42691,open
42692,open
42694,open
42695,open
42699,open
42700,not a real question
42703,open
42705,not a real question
42706,open
42707,open
42709,open
42710,open
42711,open
42717,off topic
42721,open
42722,not a real question
42723,not a real question
42725,open
42732,not a real question
42736,open
42740,open
42741,not a real question
42745,open
42748,open
42750,not constructive
42751,not constructive
42752,open
42755,not a real question
42756,open
42757,not a real question
42758,open
42762,open
42764,open
42766,not a real question
42767,open
42769,not a real question
42774,open
42777,not constructive
42778,not a real question
42780,open
42782,open
42784,off topic
42792,open
42794,open
42795,open
42798,not a real question
42799,open
42800,not constructive
42801,open
42802,open
42804,open
42807,not a real question
42808,open
42809,open
42810,open
42813,open
42821,not a real question
42822,open
42824,not constructive
42825,off topic
42828,open
42829,open
42830,open
42832,open
42833,open
42837,open
42838,open
42840,open
42842,open
42844,not constructive
42847,not a real question
42849,not constructive
42860,not constructive
42863,open
42865,not a real question
42866,open
42869,open
42872,open
42873,open
42876,not constructive
42877,open
42878,open
42879,not a real question
42883,open
42888,open
42889,off topic
42891,open
42894,open
42899,open
42900,not a real question
42901,open
42908,off topic
42909,open
42910,off topic
42911,open
42917,not a real question
42918,not a real question
42924,open
42926,open
42927,not a real question
42928,open
42929,open
42930,off topic
42935,open
42938,off topic
42940,open
42942,open
42945,open
42946,open
42947,open
42949,not a real question
42952,open
42953,open
42954,open
42956,open
42957,not a real question
42958,not a real question
42963,not a real question
42964,open
42966,open
42968,open
42969,not a real question
42970,open
42972,open
42976,open
42977,open
42987,open
42994,open
42996,open
42998,open
42999,not constructive
43002,open
43003,not constructive
43004,not constructive
43007,open
43008,open
43010,open
43012,not a real question
43014,open
43015,open
43020,open
43021,not constructive
43023,not constructive
43024,off topic
43028,off topic
43029,open
43032,open
43033,not a real question
43041,open
43042,not a real question
43045,open
43046,open
43047,not a real question
43048,not a real question
43049,open
43052,off topic
43053,open
43054,open
43056,open
43060,open
43062,not a real question
43063,open
43065,open
43067,not a real question
43079,open
43080,open
43082,off topic
43084,open
43087,not a real question
43088,open
43090,open
43093,open
43095,not a real question
43100,open
43103,open
43105,not a real question
43106,off topic
43108,not a real question
43109,not constructive
43113,not constructive
43114,open
43117,open
43121,not a real question
43128,not constructive
43131,open
43132,not a real question
43133,open
43134,open
43136,open
43139,not constructive
43143,not a real question
43144,not constructive
43149,off topic
43150,open
43152,open
43157,open
43159,open
43160,not a real question
43166,not a real question
43169,open
43170,open
43172,open
43174,open
43180,off topic
43183,open
43184,open
43185,off topic
43193,not constructive
43195,open
43196,open
43198,open
43202,open
43205,open
43208,open
43211,not constructive
43213,off topic
43214,open
43216,open
43219,not a real question
43221,open
43225,open
43230,open
43231,open
43235,not a real question
43241,open
43244,open
43245,not a real question
43247,not a real question
43249,open
43251,open
43252,open
43256,not a real question
43265,open
43274,open
43275,not a real question
43276,open
43280,open
43285,not a real question
43289,not a real question
43290,open
43292,open
43293,not a real question
43295,not constructive
43296,open
43297,open
43302,open
43303,open
43305,off topic
43306,open
43307,not a real question
43308,open
43309,open
43315,open
43317,open
43320,not a real question
43321,open
43323,not a real question
43324,not a real question
43344,not constructive
43347,not a real question
43349,open
43350,open
43351,open
43353,open
43355,open
43360,open
43362,not a real question
43366,open
43367,open
43370,open
43372,open
43375,not a real question
43378,open
43387,open
43388,open
43389,open
43393,not a real question
43398,open
43399,not constructive
43404,not a real question
43405,not a real question
43408,not a real question
43411,not a real question
43416,off topic
43418,not constructive
43425,off topic
43426,open
43429,open
43447,open
43451,not a real question
43452,open
43456,open
43457,open
43460,not constructive
43462,not a real question
43464,open
43465,open
43466,open
43467,open
43468,open
43469,not a real question
43470,open
43471,open
43473,not constructive
43475,open
43476,not a real question
43485,not a real question
43495,open
43497,open
43499,not a real question
43502,not a real question
43504,off topic
43505,not a real question
43506,not constructive
43510,open
43512,open
43517,open
43519,not constructive
43523,open
43528,not constructive
43530,not constructive
43531,open
43532,not a real question
43534,open
43537,off topic
43539,open
43541,not constructive
43542,open
43546,open
43549,not a real question
43553,open
43554,not a real question
43557,open
43562,open
43565,off topic
43567,off topic
43571,open
43574,open
43575,not a real question
43576,off topic
43578,open
43580,off topic
43584,open
43586,open
43595,open
43598,open
43600,not a real question
43606,open
43608,not a real question
43609,open
43610,off topic
43614,open
43617,not a real question
43618,open
43619,not a real question
43620,open
43622,open
43629,open
43631,open
43632,open
43635,not a real question
43638,not a real question
43639,open
43640,open
43641,not constructive
43644,open
43646,not a real question
43649,open
43650,not a real question
43651,open
43661,open
43663,not constructive
43666,not constructive
43667,open
43670,open
43671,open
43672,open
43674,not a real question
43675,open
43681,open
43687,not a real question
43689,open
43691,open
43694,open
43696,not a real question
43699,not a real question
43704,open
43705,open
43706,open
43709,open
43712,not a real question
43714,not a real question
43716,off topic
43718,open
43719,not a real question
43721,open
43723,open
43727,open
43728,off topic
43730,open
43731,open
43734,open
43738,open
43739,open
43740,open
43742,open
43744,open
43746,open
43749,off topic
43754,not constructive
43755,open
43757,open
43760,not a real question
43766,not a real question
43767,off topic
43768,off topic
43774,not a real question
43775,not a real question
43778,not a real question
43781,not constructive
43782,open
43784,not constructive
43786,open
43792,not a real question
43794,not a real question
43795,not a real question
43803,not a real question
43804,open
43805,open
43806,open
43810,not a real question
43811,not a real question
43814,open
43816,not a real question
43817,off topic
43823,not a real question
43827,open
43830,open
43833,open
43836,open
43837,open
43840,off topic
43841,open
43842,not a real question
43843,open
43850,open
43853,not a real question
43854,open
43855,open
43856,not a real question
43864,off topic
43868,off topic
43869,not a real question
43870,not a real question
43871,not a real question
43872,not a real question
43874,open
43875,open
43876,open
43877,open
43879,not a real question
43881,open
43882,open
43886,not constructive
43887,not a real question
43889,open
43891,open
43897,not a real question
43900,off topic
43902,off topic
43904,open
43905,not a real question
43906,open
43908,open
43909,not constructive
43910,not a real question
43911,not constructive
43913,open
43916,not constructive
43917,not constructive
43918,off topic
43920,not a real question
43922,open
43923,off topic
43925,open
43928,open
43931,open
43938,not a real question
43940,off topic
43941,not constructive
43944,not a real question
43948,not constructive
43953,not a real question
43954,not a real question
43955,off topic
43956,not a real question
43961,open
43962,not constructive
43966,off topic
43967,open
43969,not constructive
43971,not a real question
43974,not a real question
43982,not a real question
43983,open
43985,not constructive
43987,open
43988,open
43989,open
43990,open
43991,not constructive
43992,not a real question
43993,open
43995,not a real question
43996,not a real question
43997,open
43998,off topic
44001,off topic
44004,open
44005,open
44007,not constructive
44010,open
44012,not a real question
44015,open
44016,open
44017,not a real question
44018,off topic
44020,not a real question
44021,open
44024,off topic
44026,not constructive
44027,not constructive
44032,not constructive
44034,off topic
44035,not a real question
44036,open
44042,open
44043,open
44045,open
44055,open
44061,not a real question
44065,off topic
44066,not constructive
44067,off topic
44069,off topic
44070,open
44071,not a real question
44072,open
44073,open
44078,open
44079,open
44087,not a real question
44088,open
44089,not constructive
44090,not a real question
44092,open
44094,not a real question
44096,open
44098,off topic
44102,not a real question
44105,not a real question
44108,off topic
44109,off topic
44112,open
44115,off topic
44117,open
44119,open
44121,open
44122,off topic
44123,not a real question
44124,open
44133,not constructive
44135,not a real question
44138,open
44143,open
44146,not a real question
44148,open
44149,off topic
44150,open
44151,not a real question
44156,open
44157,open
44158,not a real question
44160,not a real question
44162,open
44163,open
44171,open
44172,not a real question
44176,open
44181,off topic
44182,open
44185,not constructive
44187,open
44188,not a real question
44190,open
44191,open
44192,open
44194,open
44196,not a real question
44197,not constructive
44201,open
44202,off topic
44204,not a real question
44209,open
44210,open
44212,open
44217,open
44220,open
44221,open
44222,not a real question
44225,open
44228,off topic
44232,not a real question
44234,open
44240,open
44245,open
44249,open
44251,not a real question
44253,open
44255,not constructive
44260,off topic
44262,off topic
44263,open
44264,open
44267,open
44269,open
44271,off topic
44274,not a real question
44280,open
44285,open
44286,open
44290,not constructive
44292,open
44293,off topic
44294,open
44296,open
44299,open
44303,open
44305,off topic
44306,open
44308,not a real question
44310,off topic
44313,off topic
44314,not a real question
44315,not a real question
44317,not a real question
44320,open
44323,open
44325,open
44327,open
44328,not constructive
44329,open
44331,open
44332,open
44334,open
44338,not a real question
44339,not constructive
44341,not a real question
44343,open
44344,not a real question
44346,open
44348,open
44349,not a real question
44350,open
44351,open
44352,open
44353,open
44356,not a real question
44360,off topic
44366,open
44373,off topic
44378,open
44382,open
44386,open
44389,open
44394,not a real question
44395,not a real question
44398,open
44402,open
44403,open
44404,open
44407,not a real question
44413,open
44416,open
44417,not a real question
44418,open
44428,open
44430,not a real question
44431,not a real question
44433,open
44435,open
44439,open
44442,not constructive
44443,open
44446,off topic
44447,open
44448,open
44449,open
44451,not a real question
44453,not a real question
44454,off topic
44455,open
44456,open
44461,open
44462,not a real question
44463,open
44468,open
44472,open
44474,not a real question
44479,open
44480,open
44482,not a real question
44483,off topic
44485,not a real question
44486,open
44492,not constructive
44493,not a real question
44496,open
44497,not a real question
44498,open
44502,open
44503,open
44505,open
44507,not a real question
44509,not a real question
44513,off topic
44521,not a real question
44524,not a real question
44525,open
44527,open
44532,not constructive
44535,open
44537,open
44538,off topic
44549,open
44550,open
44552,open
44553,not constructive
44558,off topic
44563,open
44572,not constructive
44577,open
44579,not a real question
44580,not a real question
44582,not a real question
44587,open
44588,off topic
44589,not a real question
44590,off topic
44591,open
44595,open
44599,open
44601,not a real question
44603,off topic
44605,off topic
44606,open
44609,open
44613,open
44615,open
44616,open
44617,off topic
44619,open
44621,not constructive
44624,not a real question
44627,not constructive
44628,not a real question
44630,open
44634,open
44636,open
44642,open
44644,not a real question
44645,open
44648,off topic
44649,not constructive
44653,not a real question
44654,open
44656,open
44657,open
44658,open
44661,off topic
44662,open
44664,open
44665,open
44666,not a real question
44671,open
44674,not constructive
44675,off topic
44678,not a real question
44679,not constructive
44681,open
44689,open
44690,not a real question
44692,not constructive
44693,open
44695,open
44696,open
44700,not a real question
44708,open
44715,off topic
44724,open
44726,open
44733,open
44735,not constructive
44737,open
44740,not a real question
44741,not a real question
44745,not a real question
44746,open
44748,off topic
44751,open
44754,open
44755,open
44757,open
44758,open
44759,open
44762,open
44765,not constructive
44767,open
44770,open
44777,not constructive
44778,open
44786,not a real question
44787,open
44788,open
44789,off topic
44790,open
44791,not a real question
44794,open
44801,open
44804,not a real question
44805,open
44807,not a real question
44808,open
44809,not a real question
44812,off topic
44816,open
44821,open
44823,not constructive
44829,open
44833,open
44835,open
44838,not a real question
44839,open
44840,not a real question
44843,open
44847,open
44848,not a real question
44849,not a real question
44853,not a real question
44854,open
44857,open
44859,off topic
44860,open
44861,off topic
44862,open
44865,not a real question
44867,not constructive
44868,open
44880,open
44881,open
44885,open
44887,open
44892,not a real question
44893,off topic
44894,open
44895,not a real question
44896,open
44897,open
44901,open
44902,open
44904,not constructive
44907,open
44910,open
44913,open
44915,not a real question
44916,off topic
44917,not a real question
44918,open
44919,open
44924,not constructive
44927,not a real question
44928,open
44931,open
44932,open
44935,open
44937,not a real question
44939,not a real question
44940,open
44942,open
44944,not a real question
44946,open
44947,not a real question
44951,open
44953,off topic
44954,not a real question
44955,off topic
44956,open
44957,not a real question
44966,open
44967,off topic
44968,open
44969,not a real question
44974,open
44978,open
44979,open
44981,open
44983,not a real question
44984,open
44985,not constructive
44990,open
44994,open
44997,not a real question
44999,off topic
45005,not a real question
45009,open
45010,not a real question
45012,open
45015,open
45018,open
45022,off topic
45030,off topic
45032,open
45034,open
45035,open
45036,off topic
45039,not constructive
45042,not constructive
45043,not a real question
45044,open
45046,open
45049,open
45050,open
45056,open
45058,not a real question
45059,not constructive
45062,open
45063,open
45067,not a real question
45072,off topic
45074,open
45075,open
45076,not a real question
45077,open
45078,not constructive
45089,not constructive
45090,open
45092,off topic
45099,not a real question
45101,not constructive
45103,off topic
45104,open
45106,open
45107,open
45110,open
45113,open
45115,not a real question
45117,not a real question
45118,not constructive
45119,open
45121,not constructive
45125,open
45126,off topic
45128,open
45130,open
45132,not a real question
45137,not constructive
45140,open
45143,open
45144,open
45149,not constructive
45151,not a real question
45153,open
45155,open
45156,open
45157,open
45160,not constructive
45164,open
45165,open
45166,open
45168,open
45169,off topic
45170,not a real question
45175,not constructive
45177,open
45181,open
45182,not a real question
45188,open
45191,open
45192,not a real question
45193,not a real question
45195,open
45196,not a real question
45197,open
45204,open
45205,not a real question
45207,open
45208,open
45209,open
45213,open
45218,open
45220,not a real question
45222,open
45225,open
45228,off topic
45230,open
45236,open
45238,open
45239,not a real question
45241,open
45242,open
45243,not constructive
45244,open
45245,open
45249,open
45251,off topic
45253,not constructive
45254,off topic
45258,not a real question
45260,off topic
45268,not a real question
45270,open
45275,open
45277,open
45282,open
45283,open
45289,open
45290,not a real question
45292,open
45294,not constructive
45295,open
45297,not a real question
45299,open
45301,open
45302,not a real question
45303,open
45306,open
45307,open
45309,open
45312,not a real question
45315,off topic
45322,open
45323,open
45327,open
45328,not constructive
45333,open
45334,not a real question
45335,open
45344,not a real question
45345,open
45347,not constructive
45350,open
45351,open
45357,open
45358,not constructive
45359,open
45360,open
45362,off topic
45363,not a real question
45373,open
45374,open
45375,off topic
45378,not a real question
45382,open
45384,not constructive
45385,open
45389,not a real question
45390,not a real question
45391,not constructive
45393,not constructive
45396,open
45399,not a real question
45403,open
45408,open
45409,off topic
45421,open
45423,not a real question
45427,not a real question
45429,open
45430,not a real question
45432,open
45436,open
45444,open
45445,open
45446,off topic
45448,open
45451,not a real question
45458,not a real question
45459,open
45461,not constructive
45465,open
45470,open
45471,open
45482,open
45483,not a real question
45484,open
45491,open
45492,not constructive
45494,not a real question
45495,off topic
45500,open
45502,open
45503,open
45504,open
45509,off topic
45510,open
45511,not a real question
45512,open
45520,open
45523,off topic
45524,not a real question
45536,open
45537,not constructive
45538,open
45539,not a real question
45540,open
45543,not a real question
45546,not a real question
45547,open
45551,not constructive
45553,open
45555,off topic
45556,open
45557,not constructive
45558,open
45559,open
45568,open
45569,not a real question
45573,open
45574,open
45579,open
45581,open
45586,open
45587,open
45590,open
45591,open
45592,open
45594,open
45595,open
45596,open
45599,open
45600,open
45602,open
45608,open
45609,open
45610,not a real question
45611,open
45614,open
45615,open
45616,open
45619,open
45620,not a real question
45624,open
45625,open
45626,off topic
45631,open
45636,open
45641,not constructive
45642,off topic
45644,open
45646,open
45648,open
45652,not constructive
45654,open
45655,not a real question
45657,open
45658,not constructive
45659,open
45661,open
45666,open
45668,open
45670,open
45672,not a real question
45674,not a real question
45675,not a real question
45677,not constructive
45682,not a real question
45685,open
45686,open
45687,off topic
45688,not a real question
45693,open
45695,not a real question
45696,open
45698,off topic
45699,not constructive
45701,open
45706,off topic
45709,open
45711,off topic
45715,open
45718,open
45719,not a real question
45720,open
45727,open
45730,open
45732,not constructive
45738,open
45741,open
45742,not constructive
45745,open
45746,off topic
45748,open
45749,open
45750,not constructive
45751,not a real question
45753,open
45756,open
45758,open
45765,not constructive
45767,open
45768,not a real question
45770,not a real question
45772,open
45775,off topic
45779,not constructive
45780,open
45783,open
45786,not a real question
45796,open
45798,open
45809,not a real question
45810,open
45812,off topic
45813,off topic
45815,not a real question
45816,not constructive
45818,open
45820,not a real question
45824,not constructive
45825,open
45826,open
45828,open
45831,open
45832,open
45833,open
45834,off topic
45835,not a real question
45836,open
45838,open
45840,off topic
45841,off topic
45844,not a real question
45845,off topic
45847,off topic
45848,open
45857,not a real question
45860,open
45861,open
45862,open
45867,open
45872,open
45873,open
45874,not a real question
45875,open
45877,open
45878,open
45884,open
45886,open
45888,open
45889,open
45893,not constructive
45895,open
45897,open
45898,open
45906,open
45908,open
45912,not a real question
45913,not constructive
45914,open
45918,not a real question
45920,open
45921,not a real question
45925,open
45929,not a real question
45933,not a real question
45936,not a real question
45940,open
45945,open
45948,open
45952,not constructive
45953,not a real question
45958,open
45959,off topic
45961,open
45962,not a real question
45964,open
45965,open
45968,not a real question
45969,open
45970,open
45971,open
45972,not a real question
45973,open
45974,open
45978,open
45979,open
45980,open
45981,open
45985,open
45986,open
45987,open
45990,open
45991,not a real question
45992,not a real question
45993,not a real question
45995,open
45996,not constructive
45997,not a real question
46003,not a real question
46009,open
46012,open
46013,open
46016,open
46018,off topic
46019,not a real question
46023,open
46027,not constructive
46032,open
46033,open
46034,not a real question
46036,open
46037,off topic
46038,open
46041,open
46042,open
46050,open
46054,not constructive
46055,open
46058,not a real question
46061,open
46064,open
46072,open
46074,not a real question
46086,off topic
46087,open
46090,off topic
46095,not constructive
46096,open
46099,off topic
46100,open
46102,not a real question
46104,open
46105,not a real question
46106,not constructive
46109,open
46110,not constructive
46114,open
46121,open
46125,open
46126,open
46129,open
46132,off topic
46134,open
46137,not constructive
46140,open
46142,off topic
46143,open
46149,not a real question
46151,off topic
46154,open
46157,not a real question
46160,not a real question
46161,open
46165,not constructive
46166,open
46168,open
46171,not a real question
46172,open
46176,not a real question
46177,open
46180,open
